feature,pearson_r,p_value,p_fdr_BH,n_samples,fisher_z,t_statistic,abs_r,neg_log10_p,sig_p_0_05,sig_p_0_01,sig_p_0_001,sig_fdr_0_05,sig_fdr_0_10
"Particulate matter air pollution (pm2.5) absorbance; 2010 (0.0)",-0.0185890549194904,0.000150640771644038,0.00434798193027279,41564,-3.79009709757633,-3.79036103067889,0.0185890549194904,3.8220574683506,1,1,1,1,1
"Diagnoses - secondary ICD10 (T012)",-0.0179506938589865,0.000151626235671946,0.00436531701358781,44535,-3.78847123582514,-3.78871727958491,0.0179506938589865,3.81922564684543,1,1,1,1,1
"Diagnoses - secondary ICD10 (Z501)",-0.0179496679073738,0.000151758429788335,0.00436531701358781,44535,-3.78825466351216,-3.78850066994068,0.0179496679073738,3.81884717564726,1,1,1,1,1
"Diagnoses - secondary ICD10 (K591)",-0.017923919962851,0.000155111803461065,0.00445418843782328,44535,-3.78281942743327,-3.78306449827957,0.017923919962851,3.80935515265086,1,1,1,1,1
"Diagnoses - ICD10 (Z501 - Z50.1 Other physical therapy)",-0.0179182257344359,0.000155862769577088,0.00446815426877613,44535,-3.7816174107736,-3.78186227505245,0.0179182257344359,3.80725761090602,1,1,1,1,1
"Operation code (1357.0 - hysterectomy)",-0.0179132191924017,0.000156525867903029,0.00447955810091973,44535,-3.78056056068969,-3.78080524344944,0.0179132191924017,3.80541387946458,1,1,1,1,1
"Diagnoses - secondary ICD10 (Y442)",-0.0179074635742592,0.000157291459029726,0.00449385158327736,44535,-3.77934558550281,-3.77959005970187,0.0179074635742592,3.80329485904846,1,1,1,1,1
"Operative procedures - secondary OPCS4 (Y981 - Y98.1 Radiology of one body area (or < 20 minutes))",-0.0178926319008972,0.000159280586810685,0.00454299443969326,44535,-3.77621471267132,-3.77645865000713,0.0178926319008972,3.79783715297956,1,1,1,1,1
"Diagnoses - secondary ICD10 (C900)",-0.017889467934063,0.000159707969846107,0.00454750264899077,44535,-3.77554681941562,-3.77579064233271,0.017889467934063,3.79667341088831,1,1,1,1,1
"Diagnoses - secondary ICD10 (T784)",-0.0178673513169234,0.000162725715474971,0.00462562913433482,44535,-3.77087814445132,-3.77112116862013,0.0178673513169234,3.78854381026911,1,1,1,1,1
"Operative procedures - main OPCS4 (M705 - M70.5 Massage of prostate)",-0.0178422525828719,0.000166215326753606,0.00471688368442796,44535,-3.76557996834767,-3.76582208830467,0.0178422525828719,3.77932893231113,1,1,1,1,1
"Treatment/medication code (1140884600.0 - metformin)",-0.0178384935741075,0.000166743983700812,0.00472394658521511,44535,-3.76478646696605,-3.76502845170481,0.0178384935741075,3.77794982693271,1,1,1,1,1
"Diagnoses - secondary ICD10 (L818)",-0.0178287847970884,0.000168116727989005,0.00475485921623844,44535,-3.76273701015168,-3.76297864589482,0.0178287847970884,3.77438907114191,1,1,1,1,1
"Treatment/medication code (1141194794.0 - bendroflumethiazide)",-0.01782077159234,0.000169257732499643,0.00477912510578004,44535,-3.76104547764936,-3.76128682561404,0.01782077159234,3.77145148154848,1,1,1,1,1
"Diagnoses - ICD10 (Z370 - Z37.0 Single live birth)",0.0178041879744005,0.000171642258546666,0.00483836316454167,44535,3.75754479130303,3.75778554446754,0.0178041879744005,3.76537577945805,1,1,1,1,1
"External causes - ICD10 (Y442 - Y44.2 Anticoagulants)",-0.0177959538802471,0.000172837927521553,0.00485585425324695,44535,-3.75580663209437,-3.75604709031323,0.0177959538802471,3.7623609499016,1,1,1,1,1
"Diagnoses - ICD10 (Y442 - Y44.2 Anticoagulants)",-0.0177959538802471,0.000172837927521553,0.00485585425324695,44535,-3.75580663209437,-3.75604709031323,0.0177959538802471,3.7623609499016,1,1,1,1,1
"Operative procedures - secondary OPCS4 (Z573 - Z57.3 Quadriceps)",-0.0177853885723789,0.000174383586663872,0.00489114096481642,44535,-3.75357637085667,-3.75381645099903,0.0177853885723789,3.75849439415552,1,1,1,1,1
"Treatment/medication code (1140874104.0 - dapsone)",-0.0177833636922586,0.000174681298409011,0.00489136604251436,44535,-3.7531489331816,-3.7533889409121,0.0177833636922586,3.75775358862056,1,1,1,1,1
"Operative procedures - OPCS4 (C151 - C15.1 Correction of ectropion NEC)",-0.0177777334762796,0.000175511605462935,0.00490647923549944,44535,-3.75196043511873,-3.75220024158774,0.0177777334762796,3.75569416112482,1,1,1,1,1
"Operative procedures - OPCS4 (G742 - G74.2 Creation of temporary ileostomy)",-0.0177645110313295,0.000177476180072991,0.00495319884385528,44535,-3.74916927310996,-3.74940860738859,0.0177645110313295,3.75085992743731,1,1,1,1,1
"Diagnoses - ICD10 (I209 - I20.9 Angina pectoris, unspecified)",-0.0177458234043417,0.000180288051988307,0.00502129489597298,44535,-3.7452244531387,-3.74546312117723,0.0177458234043417,3.74403305379609,1,1,1,1,1
"Diagnoses - secondary ICD10 (D042)",-0.0177443543177938,0.000180510867743891,0.00502129489597298,44535,-3.74491433993475,-3.74515295565382,0.0177443543177938,3.74349664606236,1,1,1,1,1
"Operation code (1510.0 - dilatation and curettage/d+c)",-0.0177336089211552,0.000182148507419897,0.00505851570359369,44535,-3.74264606740738,-3.7428843006901,0.0177336089211552,3.73957438314816,1,1,1,1,1
"Operative procedures - OPCS4 (X375 - X37.5 Intramuscular injection for local action)",-0.0177278753334192,0.000183028032856281,0.00506681839605246,44535,-3.74143575045208,-3.74167377984934,0.0177278753334192,3.7374823879613,1,1,1,1,1
"Diagnoses - secondary ICD10 (M707)",-0.0177277478799463,0.000183047629351022,0.00506681839605246,44535,-3.74140884599187,-3.74164687085828,0.0177277478799463,3.7374358912918,1,1,1,1,1
"Operative procedures - secondary OPCS4 (Z245 - Z24.5 Bronchus)",-0.0177197292527404,0.000184284499559934,0.00509270666950816,44535,-3.73971617492767,-3.7399539148633,0.0177197292527404,3.73451119239183,1,1,1,1,1
"Attendance/disability/mobility allowance (0.0)",-0.0177481851456083,0.000184602621465002,0.00509316219515778,44382,-3.73928281322435,-3.73952129964269,0.0177481851456083,3.73376213603112,1,1,1,1,1
"Diagnoses - main ICD10 (E103)",-0.0177113261647925,0.00018558910066885,0.00511202604370885,44535,-3.73794234764853,-3.73817978925036,0.0177113261647925,3.73144753274198,1,1,1,1,1
"Problems doing usual activities (0.0)",-0.0203503182740569,0.000186836212245855,0.00513799583676102,33702,-3.73628224119971,-3.73659564510508,0.0203503182740569,3.72853894580193,1,1,1,1,1
"Leg fat percentage (right) (2.0)",0.0199930995255122,0.000188081439173932,0.00516359558791189,34886,3.73460709457905,3.73490950156657,0.0199930995255122,3.72565406070731,1,1,1,1,1
"Time to press 'next' (left) (2.8)",-0.0180637332406037,0.000188547524345684,0.00516359558791189,42723,-3.73396614804079,-3.73421296501462,0.0180637332406037,3.7245791655658,1,1,1,1,1
"Operative procedures - secondary OPCS4 (Y705 - Y70.5 Temporary operations)",-0.0176916081399306,0.000188684541175104,0.00516359558791189,44535,-3.73378002622744,-3.73401676881989,0.0176916081399306,3.7242636798953,1,1,1,1,1
"Liking for potatoes (0.0)",0.0203185344682617,0.000189420369178265,0.00517534455271035,33745,3.73282445255697,3.73313669116355,0.0203185344682617,3.72257332128803,1,1,1,1,1
"Values entered (1.0)",0.0205737930614424,0.000190779241988292,0.00520405089010067,32881,3.73102664225538,3.73134667826595,0.0205737930614424,3.71946888110138,1,1,1,1,1
"Body mass index (BMI) (0.0)",-0.017688072807269,0.000191239821869958,0.0052082006327004,44472,-3.73039222506222,-3.73062873438848,0.017688072807269,3.718421669499,1,1,1,1,1
"Diagnoses - secondary ICD10 (Z370)",0.0176714186679869,0.000191904226483514,0.00521787900833195,44535,3.72951818901046,3.72975421738626,0.0176714186679869,3.71691546029186,1,1,1,1,1
"Liking for mushrooms (0.0)",0.0202903287017736,0.000194078713067139,0.0052685194053676,33728,3.72670204541485,3.72701308787929,0.0202903287017736,3.71202209626776,1,1,1,1,1
"Operative procedures - main OPCS4 (U201 - U20.1 Transthoracic echocardiography)",-0.0176517414037196,0.000195091853646243,0.0052875215871859,44535,-3.72536447769411,-3.72559981143733,0.0176517414037196,3.70976086484612,1,1,1,1,1
"Diagnoses - secondary ICD10 (H502)",-0.0176471865500909,0.000195836777252815,0.00529920510242594,44535,-3.72440298534906,-3.724638158506,0.0176471865500909,3.70810574635252,1,1,1,1,1
"Operative procedures - OPCS4 (H228 - H22.8 Other specified diagnostic endoscopic examination of colon)",-0.0176430744064733,0.000196511592662451,0.00530328667264377,44535,-3.72353494559906,-3.72376997384438,0.0176430744064733,3.70661182452098,1,1,1,1,1
"Operative procedures - OPCS4 (C651 - C65.1 Needling of bleb)",-0.0176417951442069,0.000196721968700091,0.00530328667264377,44535,-3.72326490386524,-3.7234998870423,0.0176417951442069,3.70614713803455,1,1,1,1,1
"Operative procedures - secondary OPCS4 (Y148 - Y14.8 Other specified placement of stent in organ NOC)",-0.0176405322325976,0.000196929863414133,0.00530328667264377,44535,-3.72299831363249,-3.72323325232331,0.0176405322325976,3.7056884203142,1,1,1,1,1
"Diagnoses - main ICD10 (E872)",-0.0176319552675189,0.000198347234975828,0.00532993906137013,44535,-3.72118778730365,-3.72142242402692,0.0176319552675189,3.70257384935222,1,1,1,1,1
"Diagnoses - secondary ICD10 (I652)",-0.0176307276592378,0.000198550883600936,0.00532993906137013,44535,-3.72092864940235,-3.72116324292788,0.0176307276592378,3.70212817587707,1,1,1,1,1
"Diagnoses - secondary ICD10 (K098)",-0.0176225806018917,0.000199907389542333,0.00535783535305126,44535,-3.71920887361887,-3.71944318060354,0.0176225806018917,3.6991711519642,1,1,1,1,1
"Diagnoses - main ICD10 (K720)",-0.0175882794639086,0.000205714685034233,0.00550474240380828,44535,-3.71196819519673,-3.71220129848214,0.0175882794639086,3.68673470489403,1,1,1,1,1
"Diagnoses - secondary ICD10 (D232)",-0.0175846439951275,0.000206339383848055,0.00551272230423166,44535,-3.71120077917715,-3.71143375514267,0.0175846439951275,3.68541787064318,1,1,1,1,1
"Diagnoses - secondary ICD10 (J9691)",-0.0175818682461794,0.000206817552280024,0.0055135757183562,44535,-3.71061484264541,-3.71084772143284,0.0175818682461794,3.6844126061251,1,1,1,1,1
"Diagnoses - secondary ICD10 (N641)",-0.0175806693666468,0.000207024400677396,0.0055135757183562,44535,-3.71036176959041,-3.71059460641431,0.0175806693666468,3.68397846393913,1,1,1,1,1
"Diagnoses - secondary ICD10 (I780)",-0.0175738127805055,0.000208211138468679,0.0055336761734195,44535,-3.70891440402223,-3.70914700095245,0.0175738127805055,3.68149604117471,1,1,1,1,1
"Diagnoses - secondary ICD10 (E114)",-0.0175676094862423,0.000209290306738846,0.0055336761734195,44535,-3.70760494297567,-3.70783732301953,0.0175676094862423,3.6792508855042,1,1,1,1,1
"Diagnoses - ICD10 (E114 - E11.4 With neurological complications)",-0.0175676094862423,0.000209290306738846,0.0055336761734195,44535,-3.70760494297567,-3.70783732301953,0.0175676094862423,3.6792508855042,1,1,1,1,1
"Diagnoses - secondary ICD10 (M9983)",-0.0175668787746713,0.000209417771679897,0.0055336761734195,44535,-3.70745069618656,-3.70768305069189,0.0175668787746713,3.67898646585195,1,1,1,1,1
"Diagnoses - ICD10 (M9983 - M99.83 Other biomechanical lesions (Lumbar region))",-0.0175668787746713,0.000209417771679897,0.0055336761734195,44535,-3.70745069618656,-3.70768305069189,0.0175668787746713,3.67898646585195,1,1,1,1,1
"Operation code (1461.0 - large bowel resection +/- colostomy)",-0.0175591259901316,0.000210774661127106,0.00556067082871969,44535,-3.70581415176743,-3.70604623543321,0.0175591259901316,3.67618160026271,1,1,1,1,1
"Operative procedures - secondary OPCS4 (Y493 - Y49.3 Thoracotomy approach NEC)",-0.0175559948901559,0.000211325002125392,0.00556067082871969,44535,-3.70515320431234,-3.70538517865797,0.0175559948901559,3.67504911798441,1,1,1,1,1
"Nitrogen oxides air pollution; 2010 (0.0)",-0.0176626122069815,0.000211427342140245,0.00556067082871969,43996,-3.70503138561496,-3.70526618176691,0.0176626122069815,3.67483884970229,1,1,1,1,1
"Operative procedures - OPCS4 (C331 - C33.1 Resection of medial rectus muscle of eye NEC)",-0.0175523970693417,0.000211959042857226,0.00556598513008439,44535,-3.70439373631438,-3.70462558508952,0.0175523970693417,3.67374805029549,1,1,1,1,1
"Diagnoses - ICD10 (E870 - E87.0 Hyperosmolality and hypernatraemia)",-0.0175492098703393,0.000212522211868799,0.0055721079928644,44535,-3.7037209470116,-3.70395268458778,0.0175492098703393,3.67259567272929,1,1,1,1,1
"Diagnoses - secondary ICD10 (J61)",-0.0175439835542578,0.000213448729234253,0.00557907398315845,44535,-3.70261771843044,-3.70284927374594,0.0175439835542578,3.67070642642197,1,1,1,1,1
"Diagnoses - ICD10 (J61 - J61 Pneumoconiosis due to asbestos and other mineral fibres)",-0.0175439835542578,0.000213448729234253,0.00557907398315845,44535,-3.70261771843044,-3.70284927374594,0.0175439835542578,3.67070642642197,1,1,1,1,1
"Diagnoses - secondary ICD10 (K590)",-0.0175405654626147,0.000214056736006902,0.00558631837322495,44535,-3.70189618996509,-3.70212762613406,0.0175405654626147,3.66947110109481,1,1,1,1,1
"Duration to entering symbol choice (1.9)",-0.0206023669642246,0.000216116116831957,0.00563135900109196,32238,-3.69949473468891,-3.69981391420377,0.0206023669642246,3.66531284445324,1,1,1,1,1
"Cheese intake (2.0)",0.0177747096307474,0.000218030164815605,0.00567247971172803,43260,3.69722989821206,3.6974673639224,0.0177747096307474,3.66148341691516,1,1,1,1,1
"Non-cancer illness code, self-reported (1249.0 - cranial nerve problem/palsy)",-0.017513050154142,0.000219010704651748,0.00568922422776117,44535,-3.69608795847285,-3.69631843709986,0.017513050154142,3.65953465749975,1,1,1,1,1
"Femur wards BMC (bone mineral content) (right) (2.0)",0.0217034344713228,0.000220029346896248,0.0057069055642752,28978,3.69494850829236,3.69530244920255,0.0217034344713228,3.65751939033641,1,1,1,1,1
"Diagnoses - main ICD10 (E739)",-0.0175005106986545,0.000221303884476307,0.00573115964629208,44535,-3.69344099526653,-3.69367103844569,0.0175005106986545,3.65501096297369,1,1,1,1,1
"Diagnoses - secondary ICD10 (W185)",-0.0174979273554644,0.00022177911062019,0.00573467118349451,44535,-3.69289567552998,-3.69312562907165,0.0174979273554644,3.65407936246829,1,1,1,1,1
"Diagnoses - secondary ICD10 (C719)",-0.0174812963888014,0.000224861516937337,0.00580548427138676,44535,-3.68938503422428,-3.68961441129092,0.0174812963888014,3.64808486386992,1,1,1,1,1
"Diagnoses - ICD10 (S801 - S80.1 Contusion of other and unspecified parts of lower leg)",-0.017477780553167,0.00022551827523801,0.00581355126319663,44535,-3.68864287451086,-3.68887212983978,0.017477780553167,3.64681825860453,1,1,1,1,1
"Treatment/medication code (1140881882.0 - timoptol 0.25% eye drops)",-0.0174708336187054,0.000226821259893875,0.00583822709345744,44535,-3.68717644249234,-3.68740545741408,0.0174708336187054,3.6443162415698,1,1,1,1,1
"Operative procedures - secondary OPCS4 (Z843 - Z84.3 Hip joint)",-0.0174645758340846,0.0002280010319794,0.00585301072202211,44535,-3.68585548377795,-3.68608428229389,0.0174645758340846,3.64206318728926,1,1,1,1,1
"Diagnoses - main ICD10 (C500)",-0.0174641109852817,0.000228088898732043,0.00585301072202211,44535,-3.68575735863588,-3.68598614108224,0.0174641109852817,3.64189585166653,1,1,1,1,1
"Femur wards BMD (bone mineral density) T-score (left) (2.0)",-0.0212566852318646,0.000231887561687974,0.00594145899711904,29991,-3.68158402603559,-3.68192275616089,0.0212566852318646,3.63472254603709,1,1,1,1,1
"Type of cancer: ICD10 (C711 - C71.1 Frontal lobe)",-0.0174396321980675,0.000232761094111205,0.00595480465767833,44535,-3.68059012272638,-3.68081806008032,0.0174396321980675,3.63308961003962,1,1,1,1,1
"Overall health rating (0.0)",0.01743755822275,0.000236165043154884,0.00602800834469213,44456,3.67688657303191,3.67711431004966,0.01743755822275,3.6267843856745,1,1,1,1,1
"Vascular/heart problems diagnosed by doctor (1.0 - Heart attack)",-0.0174212093302985,0.000236336483517097,0.00602800834469213,44535,-3.67670123591984,-3.67692853870876,0.0174212093302985,3.62646923068621,1,1,1,1,1
"Diagnoses - secondary ICD10 (K703)",-0.0174100778947087,0.000238521706922178,0.00606132926574172,44535,-3.67435150018662,-3.67457842016517,0.0174100778947087,3.62247209139308,1,1,1,1,1
"Diagnoses - ICD10 (K703 - K70.3 Alcoholic cirrhosis of liver)",-0.0174100778947087,0.000238521706922178,0.00606132926574172,44535,-3.67435150018662,-3.67457842016517,0.0174100778947087,3.62247209139308,1,1,1,1,1
"Diagnoses - secondary ICD10 (Z722)",-0.0174072554677494,0.000239078785370683,0.00606132926574172,44535,-3.67375571397242,-3.67398253696006,0.0174072554677494,3.62145895924688,1,1,1,1,1
"Diagnoses - ICD10 (Z722 - Z72.2 Drug use)",-0.0174072554677494,0.000239078785370683,0.00606132926574172,44535,-3.67375571397242,-3.67398253696006,0.0174072554677494,3.62145895924688,1,1,1,1,1
"Operative procedures - secondary OPCS4 (Z404 - Z40.4 Jugular body)",-0.017399346373472,0.00024064635824565,0.00609192467612865,44535,-3.67208618327248,-3.67231273462517,0.017399346373472,3.61862070621096,1,1,1,1,1
"Operative procedures - secondary OPCS4 (X368 - X36.8 Other specified blood withdrawal)",-0.0173792481526672,0.000244673294957475,0.00618459369065415,44535,-3.6678436519385,-3.66806951405948,0.0173792481526672,3.61141342944475,1,1,1,1,1
"Operative procedures - secondary OPCS4 (H229 - H22.9 Unspecified diagnostic endoscopic examination of colon)",-0.0173763733186006,0.000245254445736484,0.00619001691518765,44535,-3.66723680375756,-3.66746256741266,0.0173763733186006,3.61038311140439,1,1,1,1,1
"Diagnoses - ICD10 (T012 - T01.2 Open wounds involving multiple regions of upper limb(s))",-0.0173741916140214,0.000245696343540982,0.00619191456819326,44535,-3.6667762681899,-3.66700195713972,0.0173741916140214,3.60960130665297,1,1,1,1,1
"Diagnoses - main ICD10 (J00)",-0.017370916066056,0.000246361198680241,0.00619941704875688,44535,-3.66608483351403,-3.6663104103363,0.017370916066056,3.60842769149951,1,1,1,1,1
"Diagnoses - ICD10 (I479 - I47.9 Paroxysmal tachycardia, unspecified)",-0.017341647480077,0.000252377359184608,0.00633822314893083,44535,-3.65990653784091,-3.66013111449696,0.017341647480077,3.59794960831153,1,1,1,1,1
"Operative procedures - secondary OPCS4 (G448 - G44.8 Other specified other therapeutic fibreoptic endoscopic operations on upper gastrointestinal tract)",-0.0173404422501996,0.00025262802364409,0.00633822314893083,44535,-3.65965212641827,-3.65987666195649,0.0173404422501996,3.59751847547927,1,1,1,1,1
"Diagnoses - main ICD10 (I081)",-0.0173316354702348,0.000254466761834037,0.00637293809467593,44535,-3.65779310759296,-3.65801734283922,0.0173316354702348,3.59436893668587,1,1,1,1,1
"Duration of walks (2.0)",0.0175164306902951,0.000254766551016065,0.00637293809467593,43593,3.65749274157964,3.65772177321382,0.0175164306902951,3.59385759228147,1,1,1,1,1
"Operative procedures - OPCS4 (B371 - B37.1 Aspiration of lesion of breast)",-0.0173179652677256,0.000257345794839297,0.00642793453529813,44535,-3.65490747243354,-3.65513124211818,0.0173179652677256,3.58948292394775,1,1,1,1,1
"Diagnoses - ICD10 (G319 - G31.9 Degenerative disease of nervous system, unspecified)",-0.0173007624794215,0.000261012220895111,0.0065098838254268,44535,-3.65127614771906,-3.65149933250541,0.0173007624794215,3.58333915801399,1,1,1,1,1
"Attendance/disability/mobility allowance (2.0)",-0.0173926761385244,0.000261707970738377,0.00651760927126475,44049,-3.65059324039312,-3.65081877674542,0.0173926761385244,3.58218305001974,1,1,1,1,1
"Diagnoses - main ICD10 (M2106)",-0.0172951736063006,0.000262213877578038,0.00652059104993398,44535,-3.6500963968133,-3.65031939180968,0.0172951736063006,3.58134432715366,1,1,1,1,1
"Diagnoses - ICD10 (G540 - G54.0 Brachial plexus disorders)",-0.0172907088002005,0.000263177574695288,0.00653493139519108,44535,-3.64915392450979,-3.64937676796985,0.0172907088002005,3.57975111962122,1,1,1,1,1
"Diagnoses - secondary ICD10 (N319)",-0.0172479415890725,0.000272578310663182,0.00675842110946818,44535,-3.64012623592023,-3.64034763154012,0.0172479415890725,3.5645087043856,1,1,1,1,1
"Operative procedures - secondary OPCS4 (Z508 - Z50.8 Skin of specified site NEC)",-0.017239345863736,0.000274505344669873,0.00679622103335896,44535,-3.63831177431097,-3.63853287973624,0.017239345863736,3.56144919533762,1,1,1,1,1
"Diagnoses - ICD10 (M160 - M16.0 Primary coxarthrosis, bilateral)",-0.0172332190353852,0.00027588667415296,0.00681892680042294,44535,-3.63701846960758,-3.63723936835332,0.0172332190353852,3.55926927625733,1,1,1,1,1
"Diagnoses - secondary ICD10 (E161)",-0.0172317000657772,0.000276230141041711,0.00681892680042294,44535,-3.636697832213,-3.63691867973968,0.0172317000657772,3.55872893483088,1,1,1,1,1
"Diagnoses - secondary ICD10 (C676)",-0.0172295858512723,0.000276708870796855,0.0068207726765035,44535,-3.63625154534566,-3.63647232159582,0.0172295858512723,3.55797691792312,1,1,1,1,1
"External causes - ICD10 (Y434 - Y43.4 Immunosuppressive agents)",-0.0172216950862433,0.000278502481976356,0.00685497727138597,44535,-3.63458589401725,-3.63480640438972,0.0172216950862433,3.55517093009947,1,1,1,1,1
"Diagnoses - ICD10 (E162 - E16.2 Hypoglycaemia, unspecified)",-0.0172168871500275,0.000279600685772649,0.00687199065396096,44535,-3.63357099323598,-3.6337913417171,0.0172168871500275,3.55346176773711,1,1,1,1,1
"Femur wards BMD (bone mineral density) T-score (right) (2.0)",-0.0213317129953753,0.000280371786109965,0.00687705945498245,28998,-3.63289775783429,-3.63323601906454,0.0213317129953753,3.55226569167989,1,1,1,1,1
"Leg fat-free mass (right) (2.0)",0.0194474157387465,0.000280621496267865,0.00687705945498245,34886,3.63265012935521,3.63293124265348,0.0194474157387465,3.55187906405271,1,1,1,1,1
"Diagnoses - secondary ICD10 (N489)",-0.0172072443006201,0.000281815496798508,0.00689631110643885,44535,-3.63153549764645,-3.63175552168992,0.0172072443006201,3.55003512907963,1,1,1,1,1
"Operative procedures - OPCS4 (U211 - U21.1 Magnetic resonance imaging NEC)",-0.0171961925533102,0.000284374123066242,0.00694885248621345,44535,-3.62920260060094,-3.62942225321947,0.0171961925533102,3.54610992524481,1,1,1,1,1
"Diagnoses - main ICD10 (Z509)",-0.0171817257671086,0.00028775627550219,0.00702133628880706,44535,-3.62614882937109,-3.62636799646324,0.0171817257671086,3.54097519632978,1,1,1,1,1
"Frequency of loose/mushy/watery stools in the last 3 months (0.0)",0.0205387085141739,0.000290316106973574,0.00707357498737199,31126,3.62388941400361,3.62420249622159,0.0205387085141739,3.53712886848906,1,1,1,1,1
"Diagnoses - main ICD10 (T855)",-0.0171417446559648,0.000297300376256604,0.00723330958658899,44535,-3.61770928716385,-3.61792711638049,0.0171417446559648,3.52680454116148,1,1,1,1,1
"Diagnoses - secondary ICD10 (M169)",-0.0171291263211191,0.000300373591005404,0.00729756558867087,44535,-3.61504570752909,-3.61526311570468,0.0171291263211191,3.52233825337494,1,1,1,1,1
"Diagnoses - secondary ICD10 (S005)",-0.0171249185202839,0.000301405004513707,0.00731210273162924,44535,-3.61415749133284,-3.61437475923316,0.0171249185202839,3.52084954095754,1,1,1,1,1
"Diagnoses - main ICD10 (F101)",-0.0171184248639429,0.000303003236207296,0.00734032947397446,44535,-3.61278675875689,-3.6130038103042,0.0171184248639429,3.51855273301761,1,1,1,1,1
"Difficulty with washing whole body (0.0)",-0.0189074171625904,0.00030505256400092,0.00737938759764403,36470,-3.61105401634324,-3.61131873822165,0.0189074171625904,3.51562532036256,1,1,1,1,1
"Time to press last digit (left) (2.13)",-0.0174605923835964,0.000308352316519766,0.00744853914797747,42699,-3.60825074026802,-3.60847637998365,0.0174605923835964,3.51095278455575,1,1,1,1,1
"Systolic blood pressure, automated reading (0.0)",-0.0176878877528092,0.000311280194008188,0.00750852296546893,41552,-3.60579937274829,-3.60603082827383,0.0176878877528092,3.50684851152628,1,1,1,1,1
"Diagnoses - main ICD10 (S641)",-0.017073786568776,0.000314206347214711,0.00756829411229729,44535,-3.60336416098251,-3.60357972941292,0.017073786568776,3.50278504611819,1,1,1,1,1
"Diagnoses - secondary ICD10 (F101)",-0.0170659326730275,0.000316217157578429,0.00758685817170582,44535,-3.60170630120246,-3.60192160942951,0.0170659326730275,3.50001456944657,1,1,1,1,1
"Diagnoses - ICD10 (F101 - F10.1 Harmful use)",-0.0170659326730275,0.000316217157578429,0.00758685817170582,44535,-3.60170630120246,-3.60192160942951,0.0170659326730275,3.50001456944657,1,1,1,1,1
"Diagnoses - main ICD10 (L270)",-0.0170655126586222,0.000316325031263305,0.00758685817170582,44535,-3.60161764139416,-3.60183293571222,0.0170655126586222,3.49986644036565,1,1,1,1,1
"Diagnoses - secondary ICD10 (M7900)",-0.0170461510811526,0.000321335289109545,0.00769457273055922,44535,-3.5975306549834,-3.59774530882201,0.0170461510811526,3.49304157751736,1,1,1,1,1
"Diagnoses - secondary ICD10 (H353)",-0.0170446474870187,0.000321727470996435,0.00769457273055922,44535,-3.59721326521415,-3.59742786937048,0.0170446474870187,3.49251185488043,1,1,1,1,1
"Operative procedures - secondary OPCS4 (O161 - O16.1 Pelvis NEC)",-0.0170041049100244,0.000332472609717093,0.00794031119529437,44535,-3.58865524436951,-3.58886851197081,0.0170041049100244,3.47824412762014,1,1,1,1,1
"Diagnoses - secondary ICD10 (F419)",-0.0169878564513579,0.000336872517312144,0.00803402889098243,44535,-3.5852254053241,-3.58543813892543,0.0169878564513579,3.47253441812702,1,1,1,1,1
"Diagnoses - ICD10 (G960 - G96.0 Cerebrospinal fluid leak)",-0.0169824614450728,0.000338345433503254,0.00804715551706615,44535,-3.58408658983522,-3.58429914634109,0.0169824614450728,3.47063968061903,1,1,1,1,1
"Diagnoses - secondary ICD10 (S3600)",-0.0169823493601106,0.000338376098141366,0.00804715551706615,44535,-3.58406293016323,-3.58427548299094,0.0169823493601106,3.47060032179118,1,1,1,1,1
"Diagnoses - secondary ICD10 (R068)",-0.0169797677342542,0.000339083109380858,0.00805262771012067,44535,-3.58351798267904,-3.58373045080077,0.0169797677342542,3.46969384303048,1,1,1,1,1
"Contributory (secondary) causes of death: ICD10 (J449 - J44.9 Chronic obstructive pulmonary disease, unspecified)",-0.0169688063560039,0.00034210044253247,0.00811287355640555,44535,-3.58120417949488,-3.58141628822794,0.0169688063560039,3.46584636402223,1,1,1,1,1
"Mineral and other dietary supplements (2.0)",-0.0170326208601189,0.000344169681725637,0.00815049800271722,44163,-3.57962897415404,-3.57984262322857,0.0170326208601189,3.46322738978763,1,1,1,1,1
"Recent easy annoyance or irritability (0.0)",0.0215014984254049,0.000345156024002593,0.00816240821468317,27700,3.57892034439887,3.57926081306754,0.0215014984254049,3.46198454247485,1,1,1,1,1
"Non-cancer illness code, self-reported (1406.0 - muscle or soft tissue injuries)",-0.0169492984061695,0.000347532602704714,0.00820711607925748,44535,-3.57708630927161,-3.57729777946628,0.0169492984061695,3.45900444715852,1,1,1,1,1
"Forced expiratory volume in 1-second (FEV1) (0.2)",0.0209767395369105,0.000353741478870479,0.00834207384179892,28999,3.57248770937572,3.57281139561124,0.0209767395369105,3.45131401287854,1,1,1,1,1
"Diagnoses - main ICD10 (Z312)",-0.0169247283884752,0.000354489158215718,0.00834804663385272,44535,-3.5718999073429,-3.5721105752451,0.0169247283884752,3.45039704284788,1,1,1,1,1
"Albumin (0.0)",0.0182935886225527,0.000355183100722461,0.00835273907478936,38108,3.57139877225597,3.57164488292277,0.0182935886225527,3.44954770572446,1,1,1,1,1
